numberIndependentVariables,"""=""",3.0,,,,,,
0.0,-4.0,30.0,0.1545,0.063,-2.006,0.0133,-0.05,0.0009
0.0,-4.0,35.0,0.1599,0.0563,-2.171,0.0143,-0.0572,0.0103
0.0,-4.0,40.0,0.1516,0.036,-2.31,0.0124,-0.0789,0.0131
0.0,-4.0,45.0,0.1332,0.0398,-2.264,0.0191,-0.0966,0.0201
0.0,-4.0,50.0,0.1258,0.0399,-2.258,0.0091,-0.089,0.0105
0.0,-4.0,55.0,0.1195,0.046,-2.211,0.0065,-0.0663,-0.007
0.0,-4.0,60.0,0.1184,0.0546,-2.183,0.0094,-0.1094,-0.0219
0.0,-4.0,70.0,0.1087,0.0564,-2.16,0.0128,-0.2967,-0.0193
0.0,-4.0,80.0,0.0846,0.0498,-2.092,0.0036,-0.4869,0.0079
0.0,-4.0,90.0,0.0841,0.0446,-2.117,0.011,-0.6281,0.0027
0.0,-2.0,-20.0,-0.0932,0.0186,1.122,0.0041,0.0114,0.0002
0.0,-2.0,-15.0,-0.0974,0.0175,0.953,0.0025,-0.0674,-0.0018
0.0,-2.0,-10.0,-0.0929,0.0161,0.697,0.0011,-0.0813,-0.0031
0.0,-2.0,-5.0,-0.078,0.0325,0.285,0.0043,-0.0774,-0.0055
0.0,-2.0,0.0,-0.0485,0.0371,-0.027,0.0033,-0.0605,-0.0066
0.0,-2.0,5.0,-0.0071,0.0331,-0.368,0.0043,-0.0499,-0.0064
0.0,-2.0,10.0,0.0497,0.0345,-0.747,0.0056,-0.0444,-0.0062
0.0,-2.0,15.0,0.1078,0.0298,-1.111,0.009,-0.0419,-0.0052
0.0,-2.0,20.0,0.1286,0.0332,-1.422,0.0076,-0.0384,-0.0042
0.0,-2.0,25.0,0.1322,0.0343,-1.659,0.0081,-0.0499,-0.0029
0.0,-2.0,30.0,0.1548,0.0297,-2.002,0.0071,-0.0471,0.0025
0.0,-2.0,35.0,0.1611,0.0264,-2.182,0.0097,-0.0567,0.0069
0.0,-2.0,40.0,0.1552,0.0123,-2.314,0.0062,-0.082,0.0052
0.0,-2.0,45.0,0.1378,0.0279,-2.358,0.0115,-0.0862,0.0116
0.0,-2.0,50.0,0.1257,0.0302,-2.258,0.0056,-0.0913,0.0078
0.0,-2.0,55.0,0.1183,0.0424,-2.196,0.0045,-0.083,0.0043
0.0,-2.0,60.0,0.117,0.0474,-2.181,0.0063,-0.1266,-0.0079
0.0,-2.0,70.0,0.1089,0.0371,-2.12,0.0073,-0.2944,-0.0187
0.0,-2.0,80.0,0.0808,0.0212,-1.992,0.0045,-0.4605,0.0055
0.0,-2.0,90.0,0.0858,0.0203,-2.145,0.0066,-0.6217,0.0017
0.0,0.0,-20.0,-0.0933,0,1.116,0,0.0127,0
0.0,0.0,-15.0,-0.0978,0,0.959,0,-0.0755,0
0.0,0.0,-10.0,-0.0982,0,0.692,0,-0.1025,0
0.0,0.0,-5.0,-0.0784,0,0.287,0,-0.0744,0
0.0,0.0,0.0,-0.0489,0,-0.025,0,-0.0598,0
0.0,0.0,5.0,-0.0066,0,-0.367,0,-0.0498,0
0.0,0.0,10.0,0.049,0,-0.75,0,-0.0437,0
0.0,0.0,15.0,0.1072,0,-1.112,0,-0.0407,0
0.0,0.0,20.0,0.1283,0,-1.418,0,-0.0342,0
0.0,0.0,25.0,0.13,0,-1.658,0,-0.0507,0
0.0,0.0,30.0,0.1536,0,-2.008,0,-0.0459,0
0.0,0.0,35.0,0.1605,0,-2.2,0,-0.0605,0
0.0,0.0,40.0,0.1552,0,-2.328,0,-0.0835,0
0.0,0.0,45.0,0.1382,0,-2.311,0,-0.0923,0
0.0,0.0,50.0,0.1281,0,-2.326,0,-0.0826,0
0.0,0.0,55.0,0.12,0,-2.252,0,-0.0738,0
0.0,0.0,60.0,0.1147,0,-2.208,0,-0.1414,0
0.0,0.0,70.0,0.1025,0,-2.134,0,-0.3216,0
0.0,0.0,80.0,0.0821,0,-2.004,0,-0.4678,0
0.0,0.0,90.0,0.0864,0,-2.14,0,-0.6184,0
0.0,2.0,-20.0,-0.0956,-0.0232,1.156,-0.0031,0.0001,-0.0009
0.0,2.0,-15.0,-0.0975,-0.0188,0.966,-0.0029,-0.0712,0.0025
0.0,2.0,-10.0,-0.093,-0.0124,0.705,-0.0004,-0.0793,0.0028
0.0,2.0,-5.0,-0.0776,-0.042,0.286,-0.0038,-0.0774,0.0063
0.0,2.0,0.0,-0.0483,-0.0394,-0.028,-0.003,-0.06,0.0061
0.0,2.0,5.0,-0.0072,-0.0383,-0.368,-0.0037,-0.05,0.0061
0.0,2.0,10.0,0.049,-0.0383,-0.75,-0.0065,-0.0448,0.0063
0.0,2.0,15.0,0.1076,-0.0383,-1.112,-0.0088,-0.041,0.0063
0.0,2.0,20.0,0.1293,-0.0248,-1.408,-0.0085,-0.0329,0.0018
0.0,2.0,25.0,0.1311,-0.0335,-1.66,-0.0082,-0.0501,0.0033
0.0,2.0,30.0,0.1525,-0.0306,-2.006,-0.0057,-0.051,-0.0029
0.0,2.0,35.0,0.1603,-0.0214,-2.186,0.0016,-0.0605,-0.0097
0.0,2.0,40.0,0.1564,-0.032,-2.355,-0.0075,-0.0917,-0.0071
0.0,2.0,45.0,0.1375,-0.0868,-2.353,-0.0042,-0.0975,-0.0237
0.0,2.0,50.0,0.1258,-0.0178,-2.312,-0.0051,-0.0898,-0.0063
0.0,2.0,55.0,0.1185,-0.0087,-2.235,-0.004,-0.0851,0.0028
0.0,2.0,60.0,0.1141,-0.0048,-2.19,-0.0029,-0.1436,0.0075
0.0,2.0,70.0,0.1022,-0.0113,-2.085,-0.005,-0.3252,0.0039
0.0,2.0,80.0,0.0802,-0.0203,-2.019,-0.0045,-0.4883,-0.0001
0.0,2.0,90.0,0.0857,-0.0263,-2.113,0,-0.6163,-0.0018
0.0,4.0,-20.0,-0.0957,-0.0467,1.16,-0.0064,0.0023,0.0012
0.0,4.0,-15.0,-0.0977,-0.0402,0.964,-0.005,-0.06,0.0058
0.0,4.0,-10.0,-0.0919,-0.043,0.708,-0.0048,-0.0673,0.0075
0.0,4.0,-5.0,-0.0766,-0.0763,0.285,-0.0087,-0.0782,0.0127
0.0,4.0,0.0,-0.0475,-0.0764,-0.028,-0.0067,-0.0606,0.0135
0.0,4.0,5.0,-0.0061,-0.0819,-0.372,-0.0081,-0.0518,0.0148
0.0,4.0,10.0,0.05,-0.0786,-0.746,-0.0137,-0.0458,0.0147
0.0,4.0,15.0,0.1072,-0.077,-1.108,-0.0188,-0.0422,0.0141
0.0,4.0,20.0,0.1299,-0.0558,-1.405,-0.0177,-0.0366,0.0068
0.0,4.0,25.0,0.1336,-0.0677,-1.658,-0.0165,-0.0506,0.0088
0.0,4.0,30.0,0.1528,-0.0647,-2.001,-0.0118,-0.052,-0.0023
0.0,4.0,35.0,0.1614,-0.0513,-2.186,0.0003,-0.0625,-0.0147
0.0,4.0,40.0,0.1525,-0.0484,-2.321,-0.0108,-0.0971,-0.0136
0.0,4.0,45.0,0.1364,-0.1048,-2.35,-0.0108,-0.108,-0.0375
0.0,4.0,50.0,0.1228,-0.0791,-2.29,-0.0123,-0.1112,-0.0217
0.0,4.0,55.0,0.1153,-0.0718,-2.145,-0.0081,-0.1053,-0.0058
0.0,4.0,60.0,0.1126,-0.0571,-2.094,-0.0055,-0.1437,0.0103
0.0,4.0,70.0,0.1007,-0.03,-2.011,-0.0069,-0.3199,0.0151
0.0,4.0,80.0,0.0799,-0.0361,-1.93,-0.0086,-0.462,0.006
0.0,4.0,90.0,0.0828,-0.0418,-2.107,-0.0001,-0.6022,-0.0023
0.0,6.0,-20.0,-0.0962,-0.0747,1.175,-0.0084,0.0006,0.0059
0.0,6.0,-15.0,-0.0972,-0.0681,0.965,-0.008,-0.046,0.0111
0.0,6.0,-10.0,-0.0912,-0.0792,0.71,-0.0071,-0.0576,0.015
0.0,6.0,-5.0,-0.075,-0.1177,0.28,-0.0126,-0.0784,0.0214
0.0,6.0,0.0,-0.0467,-0.1191,-0.029,-0.0107,-0.0608,0.0225
0.0,6.0,5.0,-0.005,-0.1233,-0.368,-0.0126,-0.0526,0.0231
0.0,6.0,10.0,0.0506,-0.1204,-0.744,-0.0207,-0.048,0.024
0.0,6.0,15.0,0.1063,-0.12,-1.106,-0.0284,-0.0432,0.0243
0.0,6.0,20.0,0.1304,-0.0984,-1.403,-0.0271,-0.0426,0.0152
0.0,6.0,25.0,0.135,-0.1028,-1.655,-0.0258,-0.0526,0.0147
0.0,6.0,30.0,0.1509,-0.0906,-1.981,-0.0165,-0.0542,-0.0013
0.0,6.0,35.0,0.1592,-0.0806,-2.174,-0.0018,-0.0729,-0.0157
0.0,6.0,40.0,0.1464,-0.0664,-2.156,-0.0131,-0.1252,-0.0216
0.0,6.0,45.0,0.134,-0.1365,-2.299,-0.0148,-0.1168,-0.046
0.0,6.0,50.0,0.1221,-0.106,-2.277,-0.0152,-0.1201,-0.0355
0.0,6.0,55.0,0.116,-0.1065,-2.182,-0.0133,-0.105,-0.0172
0.0,6.0,60.0,0.1129,-0.084,-2.131,-0.0111,-0.1521,0.0043
0.0,6.0,70.0,0.1012,-0.0477,-2.108,-0.012,-0.3123,0.0163
0.0,6.0,80.0,0.0826,-0.0655,-2.014,-0.0134,-0.4744,-0.0033
0.0,6.0,90.0,0.0817,-0.0611,-2.101,-0.0067,-0.6073,-0.0031
0.0,8.0,-20.0,-0.0967,-0.1078,1.172,-0.0128,0.0033,0.0099
0.0,8.0,-15.0,-0.0968,-0.1004,0.959,-0.0086,-0.0393,0.018
0.0,8.0,-10.0,-0.0898,-0.1171,0.71,-0.0091,-0.05,0.0221
0.0,8.0,-5.0,-0.0733,-0.1575,0.271,-0.0158,-0.0782,0.0297
0.0,8.0,0.0,-0.0449,-0.1674,-0.031,-0.0147,-0.0617,0.0324
0.0,8.0,5.0,-0.0035,-0.1705,-0.37,-0.0173,-0.0532,0.0335
0.0,8.0,10.0,0.0505,-0.1668,-0.736,-0.0266,-0.049,0.0332
0.0,8.0,15.0,0.1053,-0.1642,-1.098,-0.0369,-0.0447,0.0334
0.0,8.0,20.0,0.1271,-0.1366,-1.396,-0.0365,-0.0532,0.0233
0.0,8.0,25.0,0.1335,-0.1369,-1.646,-0.033,-0.0539,0.0216
0.0,8.0,30.0,0.15,-0.1159,-1.961,-0.0205,-0.0612,-0.0003
0.0,8.0,35.0,0.1559,-0.0971,-2.149,-0.0017,-0.0747,-0.0189
0.0,8.0,40.0,0.1456,-0.0958,-2.281,-0.0145,-0.1071,-0.0329
0.0,8.0,45.0,0.1308,-0.1541,-2.29,-0.0156,-0.1209,-0.0565
0.0,8.0,50.0,0.1186,-0.1177,-2.184,-0.0212,-0.1277,-0.0456
0.0,8.0,55.0,0.1152,-0.1225,-2.165,-0.0187,-0.0988,-0.0239
0.0,8.0,60.0,0.1129,-0.1047,-2.15,-0.0163,-0.1459,-0.0013
0.0,8.0,70.0,0.0994,-0.0715,-2.125,-0.0165,-0.3385,0.0116
0.0,8.0,80.0,0.08,-0.0804,-2.018,-0.0159,-0.4792,-0.0069
0.0,8.0,90.0,0.0857,-0.0836,-2.169,-0.0124,-0.6281,-0.0048
0.0,10.0,-20.0,-0.0992,-0.1421,1.161,-0.0171,0.0177,0.0141
0.0,10.0,-15.0,-0.0974,-0.1317,0.978,-0.0116,-0.0287,0.0238
0.0,10.0,-10.0,-0.0904,-0.1542,0.709,-0.0102,-0.0424,0.0302
0.0,10.0,-5.0,-0.0703,-0.2072,0.26,-0.0186,-0.077,0.0398
0.0,10.0,0.0,-0.0433,-0.2134,-0.034,-0.0182,-0.0621,0.0414
0.0,10.0,5.0,-0.0027,-0.2173,-0.373,-0.0209,-0.0537,0.0421
0.0,10.0,10.0,0.0503,-0.2171,-0.735,-0.0322,-0.0498,0.0427
0.0,10.0,15.0,0.1028,-0.2056,-1.083,-0.043,-0.0484,0.0404
0.0,10.0,20.0,0.1259,-0.1729,-1.382,-0.044,-0.0555,0.0296
0.0,10.0,25.0,0.1332,-0.1692,-1.631,-0.0403,-0.056,0.0258
0.0,10.0,30.0,0.1478,-0.1353,-1.939,-0.0248,-0.068,-0.0019
0.0,10.0,35.0,0.1485,-0.1022,-2.104,0.0011,-0.0804,-0.0295
0.0,10.0,40.0,0.1413,-0.1075,-2.231,-0.0148,-0.1116,-0.044
0.0,10.0,45.0,0.128,-0.183,-2.255,-0.0206,-0.1243,-0.0694
0.0,10.0,50.0,0.118,-0.1508,-2.239,-0.0222,-0.1222,-0.0548
0.0,10.0,55.0,0.1135,-0.1468,-2.152,-0.0201,-0.1,-0.0258
0.0,10.0,60.0,0.1109,-0.1242,-2.114,-0.0188,-0.153,-0.0019
0.0,10.0,70.0,0.0952,-0.0859,-2.063,-0.022,-0.3487,0.0059
0.0,10.0,80.0,0.0709,-0.1027,-1.919,-0.0186,-0.4821,-0.0075
0.0,10.0,90.0,0.0816,-0.1068,-2.073,-0.0154,-0.6115,-0.0048
0.0,15.0,-20.0,-0.1004,-0.2221,1.145,-0.012,0.055,0.0333
0.0,15.0,-15.0,-0.1006,-0.193,0.98,-0.016,0.011,0.033
0.0,15.0,-10.0,-0.0914,-0.2482,0.71,-0.0135,-0.01,0.0474
0.0,15.0,-5.0,-0.0638,-0.3041,0.251,-0.0199,-0.0572,0.0553
0.0,15.0,0.0,-0.0399,-0.3198,-0.048,-0.0204,-0.0606,0.0579
0.0,15.0,5.0,0.0013,-0.3257,-0.377,-0.0263,-0.0545,0.0594
0.0,15.0,10.0,0.049,-0.3204,-0.725,-0.0418,-0.0534,0.0579
0.0,15.0,15.0,0.0979,-0.3091,-1.053,-0.0567,-0.0536,0.0541
0.0,15.0,20.0,0.1182,-0.2479,-1.336,-0.0569,-0.062,0.0309
0.0,15.0,25.0,0.1321,-0.2337,-1.57,-0.0538,-0.0649,0.0251
0.0,15.0,30.0,0.1415,-0.1841,-1.888,-0.0327,-0.0847,-0.0097
0.0,15.0,35.0,0.1339,-0.1632,-2.002,-0.0034,-0.093,-0.0415
0.0,15.0,40.0,0.1272,-0.1539,-2.095,-0.0185,-0.1057,-0.0677
0.0,15.0,45.0,0.1192,-0.194,-2.157,-0.0285,-0.1234,-0.0847
0.0,15.0,50.0,0.1108,-0.2201,-2.109,-0.0313,-0.122,-0.0574
0.0,15.0,55.0,0.1087,-0.209,-2.025,-0.0286,-0.1076,-0.0361
0.0,15.0,60.0,0.1049,-0.1885,-1.99,-0.026,-0.1709,-0.0156
0.0,15.0,70.0,0.0897,-0.1266,-1.97,-0.0282,-0.3486,-0.0023
0.0,15.0,80.0,0.0756,-0.1554,-2,-0.0303,-0.5022,-0.013
0.0,15.0,90.0,0.0797,-0.1547,-2.074,-0.0242,-0.6209,-0.0054
0.0,20.0,-20.0,-0.1037,-0.2861,1.115,-0.0022,0.074,0.0425
0.0,20.0,-15.0,-0.1033,-0.254,0.97,-0.009,0.022,0.045
0.0,20.0,-10.0,-0.0911,-0.3212,0.71,-0.0094,0.018,0.0552
0.0,20.0,-5.0,-0.0613,-0.4001,0.251,-0.0189,-0.04,0.0693
0.0,20.0,0.0,-0.0387,-0.4315,-0.037,-0.0196,-0.0587,0.0746
0.0,20.0,5.0,0.0019,-0.443,-0.36,-0.0288,-0.0564,0.0762
0.0,20.0,10.0,0.0458,-0.4347,-0.689,-0.0486,-0.0555,0.0727
0.0,20.0,15.0,0.0932,-0.3966,-0.999,-0.0624,-0.0609,0.0566
0.0,20.0,20.0,0.1191,-0.328,-1.271,-0.0682,-0.0705,0.0279
0.0,20.0,25.0,0.1333,-0.3044,-1.513,-0.0669,-0.0761,0.0242
0.0,20.0,30.0,0.1275,-0.2743,-1.799,-0.0418,-0.0849,-0.0042
0.0,20.0,35.0,0.1261,-0.2282,-1.897,-0.0326,-0.0974,-0.0291
0.0,20.0,40.0,0.1181,-0.1575,-1.991,-0.0399,-0.0979,-0.0622
0.0,20.0,45.0,0.1189,-0.1506,-2.002,-0.0364,-0.0897,-0.053
0.0,20.0,50.0,0.1121,-0.1565,-1.986,-0.0337,-0.0852,-0.0346
0.0,20.0,55.0,0.1072,-0.2153,-1.965,-0.0346,-0.1152,-0.0355
0.0,20.0,60.0,0.1094,-0.2077,-1.986,-0.0346,-0.1741,-0.0284
0.0,20.0,70.0,0.0958,-0.1534,-2.016,-0.0397,-0.3445,-0.0141
0.0,20.0,80.0,0.0765,-0.2075,-2.034,-0.0408,-0.5242,-0.0198
0.0,20.0,90.0,0.0771,-0.1986,-2.038,-0.0359,-0.621,-0.0111
0.0,25.0,-20.0,-0.0969,-0.3461,1.07,0.0097,0.084,0.0516
0.0,25.0,-15.0,-0.1043,-0.319,0.945,0.0015,0.031,0.0521
0.0,25.0,-10.0,-0.0909,-0.3842,0.71,0.0013,0.014,0.0646
0.0,25.0,-5.0,-0.0573,-0.5013,0.234,-0.0157,-0.0251,0.0843
0.0,25.0,0.0,-0.0364,-0.5369,-0.033,-0.0187,-0.0484,0.0914
0.0,25.0,5.0,0,-0.5506,-0.335,-0.0299,-0.0619,0.0914
0.0,25.0,10.0,0.0419,-0.5313,-0.626,-0.0501,-0.0619,0.0809
0.0,25.0,15.0,0.0845,-0.4868,-0.924,-0.0663,-0.0715,0.0622
0.0,25.0,20.0,0.1208,-0.4542,-1.21,-0.0804,-0.08,0.0479
0.0,25.0,25.0,0.1341,-0.4241,-1.442,-0.0788,-0.0888,0.0429
0.0,25.0,30.0,0.1239,-0.36,-1.651,-0.0687,-0.0971,0.0069
0.0,25.0,35.0,0.1116,-0.3141,-1.76,-0.0547,-0.0775,-0.0068
0.0,25.0,40.0,0.1228,-0.1807,-1.86,-0.0671,-0.0402,0.0012
0.0,25.0,45.0,0.1158,-0.1951,-1.648,-0.0608,-0.082,-0.0246
0.0,25.0,50.0,0.1122,-0.1679,-1.848,-0.0486,-0.0648,-0.0161
0.0,25.0,55.0,0.1121,-0.1709,-1.931,-0.0448,-0.0589,0.0014
0.0,25.0,60.0,0.109,-0.1719,-1.962,-0.044,-0.1475,0.0004
0.0,25.0,70.0,0.0959,-0.2078,-1.947,-0.0513,-0.3593,-0.0246
0.0,25.0,80.0,0.0785,-0.2495,-2.032,-0.0532,-0.5145,-0.0242
0.0,25.0,90.0,0.0786,-0.2474,-2.088,-0.0483,-0.6351,-0.0121
0.0,30.0,-20.0,-0.098,-0.4081,1.015,0.0225,0.11,0.0477
0.0,30.0,-15.0,-0.1014,-0.398,0.91,0.0119,0.046,0.0553
0.0,30.0,-10.0,-0.0861,-0.4382,0.71,0.0108,0.032,0.0674
0.0,30.0,-5.0,-0.0522,-0.5794,0.247,-0.0095,-0.026,0.0933
0.0,30.0,0.0,-0.0338,-0.64,-0.006,-0.0154,-0.0517,0.1055
0.0,30.0,5.0,-0.0021,-0.6514,-0.292,-0.031,-0.0651,0.1079
0.0,30.0,10.0,0.0359,-0.6371,-0.564,-0.0501,-0.0658,0.0995
0.0,30.0,15.0,0.078,-0.61,-0.84,-0.0714,-0.0613,0.084
0.0,30.0,20.0,0.1155,-0.5698,-1.113,-0.0884,-0.066,0.0674
0.0,30.0,25.0,0.1241,-0.503,-1.367,-0.0882,-0.0633,0.0547
0.0,30.0,30.0,0.1034,-0.4189,-1.55,-0.1003,-0.0364,0.037
0.0,30.0,35.0,0.1037,-0.3488,-1.663,-0.0726,-0.0279,0.0194
0.0,30.0,40.0,0.1151,-0.2242,-1.747,-0.0815,0.0022,0.0202
0.0,30.0,45.0,0.1193,-0.2662,-1.702,-0.0778,-0.0294,-0.0126
0.0,30.0,50.0,0.1072,-0.2008,-1.649,-0.0609,-0.0624,-0.0046
0.0,30.0,55.0,0.1063,-0.2107,-1.8,-0.0613,-0.1047,0.0073
0.0,30.0,60.0,0.1037,-0.2099,-1.876,-0.0609,-0.1841,0.011
0.0,30.0,70.0,0.0958,-0.2421,-1.924,-0.0638,-0.3444,-0.0228
0.0,30.0,80.0,0.082,-0.2954,-1.958,-0.0661,-0.4788,-0.0209
0.0,30.0,90.0,0.082,-0.3047,-2.06,-0.065,-0.6381,-0.0163
10.0,-30.0,-20.0,-0.10230,0.3677,1.02100,-0.0147,0.02000,-0.05258
10.0,-30.0,-15.0,-0.10380,0.4019,0.81500,-0.01036,-0.01530,-0.05362
10.0,-30.0,-10.0,-0.09630,0.4367,0.62200,-0.00612,-0.05490,-0.06292
10.0,-30.0,-5.0,-0.06640,0.5538,0.18100,0.01206,-0.11200,-0.08444
10.0,-30.0,0.0,-0.04720,0.6218,-0.06900,0.0201,-0.11700,-0.10024
10.0,-30.0,5.0,-0.01460,0.6544,-0.33900,0.03616,-0.10500,-0.09884
10.0,-30.0,10.0,0.01820,0.6255,-0.58500,0.05548,-0.09700,-0.0917
10.0,-30.0,15.0,0.05370,0.5885,-0.84300,0.07496,-0.09700,-0.07556
10.0,-30.0,20.0,0.08710,0.5783,-1.10400,0.0869,-0.06200,-0.05696
10.0,-30.0,25.0,0.09160,0.5005,-1.36200,0.08872,-0.07500,-0.0426
10.0,-30.0,30.0,0.05090,0.3751,-1.52000,0.08084,-0.08800,-0.02264
10.0,-30.0,35.0,0.04810,0.3292,-1.69000,0.07744,-0.10500,-0.00516
10.0,-30.0,40.0,0.06640,0.447,-1.84900,0.07018,-0.04380,-0.00138
10.0,-30.0,45.0,0.08460,0.1634,-1.59000,0.07576,-0.14480,-0.01262
10.0,-30.0,50.0,0.09080,0.1366,-1.70700,0.0568,-0.15300,-0.02412
10.0,-30.0,55.0,0.08420,0.1735,-1.73500,0.05426,-0.07600,-0.03884
10.0,-30.0,60.0,0.07490,0.2233,-1.79900,0.06344,-0.17100,-0.02208
10.0,-30.0,70.0,0.05040,0.2609,-1.75300,0.06594,-0.40010,0.02408
10.0,-30.0,80.0,0.04210,0.3055,-2.06700,0.0665,-0.50820,0.02008
10.0,-30.0,90.0,0.04330,0.3078,-2.00800,0.06634,-0.63680,0.02116
10.0,-25.0,-20.0,-0.10120,0.307,1.06600,-0.00204,-0.00360,-0.05588
10.0,-25.0,-15.0,-0.10670,0.322,0.83800,-0.00036,-0.03850,-0.05014
10.0,-25.0,-10.0,-0.10110,0.3823,0.61800,0.00218,-0.07920,-0.05958
10.0,-25.0,-5.0,-0.07150,0.4778,0.17600,0.01702,-0.12400,-0.07728
10.0,-25.0,0.0,-0.04980,0.5258,-0.10000,0.02184,-0.12700,-0.08768
10.0,-25.0,5.0,-0.01340,0.5514,-0.40000,0.03346,-0.13300,-0.08492
10.0,-25.0,10.0,0.02420,0.5185,-0.63000,0.05444,-0.11200,-0.0768
10.0,-25.0,15.0,0.06020,0.4665,-0.94700,0.06858,-0.11800,-0.05616
10.0,-25.0,20.0,0.09240,0.4633,-1.20000,0.08066,-0.08300,-0.04366
10.0,-25.0,25.0,0.10160,0.4195,-1.45800,0.0775,-0.10300,-0.03306
10.0,-25.0,30.0,0.07140,0.3161,-1.63000,0.04838,-0.16800,0.0058
10.0,-25.0,35.0,0.05600,0.2952,-1.85600,0.05912,-0.16110,0.02136
10.0,-25.0,40.0,0.07410,0.3885,-1.94900,0.0577,-0.10790,0.01096
10.0,-25.0,45.0,0.08110,0.0894,-1.48400,0.05956,-0.09310,0.00032
10.0,-25.0,50.0,0.09850,0.1036,-1.89100,0.04542,-0.13300,-0.01512
10.0,-25.0,55.0,0.08690,0.1355,-1.83800,0.03876,-0.06300,-0.03108
10.0,-25.0,60.0,0.08230,0.1713,-1.88900,0.04598,-0.12000,-0.01278
10.0,-25.0,70.0,0.05000,0.2279,-1.75200,0.05236,-0.40440,0.02976
10.0,-25.0,80.0,0.03800,0.2595,-2.12300,0.05348,-0.53380,0.02834
10.0,-25.0,90.0,0.04040,0.2498,-2.02000,0.05148,-0.63260,0.01172
10.0,-20.0,-20.0,-0.10800,0.246,1.11600,0.0097,-0.01070,-0.04744
10.0,-20.0,-15.0,-0.10570,0.2651,0.84600,0.01022,-0.05250,-0.04344
10.0,-20.0,-10.0,-0.10130,0.3185,0.60300,0.01088,-0.09320,-0.05178
10.0,-20.0,-5.0,-0.07550,0.3758,0.17900,0.0186,-0.15200,-0.06452
10.0,-20.0,0.0,-0.05210,0.4208,-0.12500,0.02174,-0.15200,-0.0727
10.0,-20.0,5.0,-0.01240,0.4294,-0.44400,0.03196,-0.14400,-0.0716
10.0,-20.0,10.0,0.02810,0.4225,-0.71500,0.0518,-0.12200,-0.0692
10.0,-20.0,15.0,0.06890,0.3755,-1.03100,0.0632,-0.13300,-0.05166
10.0,-20.0,20.0,0.09070,0.3383,-1.28700,0.06928,-0.09700,-0.02688
10.0,-20.0,25.0,0.10080,0.3005,-1.56000,0.0653,-0.11300,-0.01866
10.0,-20.0,30.0,0.07500,0.2291,-1.74000,0.0218,-0.16500,0.01782
10.0,-20.0,35.0,0.07050,0.2112,-2.00600,0.03732,-0.18620,0.04348
10.0,-20.0,40.0,0.06940,0.3025,-2.05400,0.03,-0.12810,0.0689
10.0,-20.0,45.0,0.08420,0.0444,-1.74100,0.0363,-0.13190,0.02668
10.0,-20.0,50.0,0.10110,0.0916,-2.01300,0.03144,-0.12800,0.0004
10.0,-20.0,55.0,0.07900,0.1795,-1.84400,0.02952,-0.15200,0.00568
10.0,-20.0,60.0,0.08490,0.2083,-1.91700,0.03606,-0.13500,0.01434
10.0,-20.0,70.0,0.05040,0.1739,-1.79700,0.03964,-0.37890,0.02268
10.0,-20.0,80.0,0.03550,0.2165,-2.10700,0.041,-0.53330,0.02252
10.0,-20.0,90.0,0.03950,0.1998,-1.95500,0.04088,-0.61740,0.01176
10.0,-15.0,-20.0,-0.10470,0.1844,1.12600,0.02036,-0.03340,-0.04148
10.0,-15.0,-15.0,-0.10300,0.1964,0.86300,0.017078,-0.07430,-0.03294
10.0,-15.0,-10.0,-0.10160,0.2462,0.60900,0.01408,-0.12260,-0.04504
10.0,-15.0,-5.0,-0.07800,0.2818,0.18400,0.0198,-0.16800,-0.05166
10.0,-15.0,0.0,-0.05330,0.3088,-0.13100,0.02102,-0.15900,-0.05708
10.0,-15.0,5.0,-0.01300,0.3124,-0.47400,0.02772,-0.15500,-0.05646
10.0,-15.0,10.0,0.03130,0.3065,-0.76800,0.04348,-0.13500,-0.05544
10.0,-15.0,15.0,0.07360,0.2875,-1.09700,0.0562,-0.15100,-0.05062
10.0,-15.0,20.0,0.08980,0.2563,-1.35600,0.05706,-0.10600,-0.03062
10.0,-15.0,25.0,0.09960,0.2295,-1.65500,0.05312,-0.10800,-0.01966
10.0,-15.0,30.0,0.08900,0.1411,-1.85400,0.01022,-0.17200,0.01952
10.0,-15.0,35.0,0.07830,0.1472,-2.13600,0.00854,-0.20950,0.05284
10.0,-15.0,40.0,0.07850,0.2135,-2.16900,0.00722,-0.14850,0.07616
10.0,-15.0,45.0,0.08450,0.0894,-2.00000,0.02792,-0.17930,0.05948
10.0,-15.0,50.0,0.09990,0.1556,-2.25500,0.02732,-0.14700,0.02406
10.0,-15.0,55.0,0.08820,0.1725,-1.90400,0.02162,-0.05700,-0.00388
10.0,-15.0,60.0,0.07940,0.1883,-1.94200,0.02858,-0.14000,-0.00068
10.0,-15.0,70.0,0.04670,0.1469,-1.77900,0.02738,-0.40500,0.0102
10.0,-15.0,80.0,0.03970,0.1635,-2.14500,0.03098,-0.52530,0.01548
10.0,-15.0,90.0,0.04670,0.1568,-2.07600,0.02978,-0.62170,0.00498
10.0,-10.0,-20.0,-0.10350,0.1062,1.13900,0.02396,-0.07780,-0.02174
10.0,-10.0,-15.0,-0.09980,0.1332,0.85400,0.01252,-0.12330,-0.02292
10.0,-10.0,-10.0,-0.10060,0.1513,0.60600,0.01198,-0.15210,-0.0289
10.0,-10.0,-5.0,-0.08450,0.1833,0.19800,0.01822,-0.18300,-0.03668
